,Prediction,Label,Score,Cosine Similarity
25,hello i m just calling because i have recently moved house and would like to change my address please i d just like to know how to go about doing that thank you very much ,hello i m just calling cheers i have recently moved house and would like my address please i just like to know how to go about doing that thank you very much,0.125,0.977536678314209
26,i have a question about my direct debits can you give me more information ,i have a question about my direct debits can you give me more information,0.0,1.0
27,what are my options to deposit money into my account ,what are my options to deposit money into my account,0.0,0.9999998807907104
28,hi i just moved and i need to change my address on file ,hi i just moved and i need to change my address on file,0.0,1.0
29,hi i received a new card a new banking card and the card s not working right now so i need some help trying to figure out what s going on with the card ,is it a new card and banking card and the cards not working right now so i need some help trying to figure out what s going on with the car,0.25806451612903225,0.9414470791816711
30,that app is not working carly ,the office not working correctly,0.8,0.7838919162750244
31,helo allwch chi ddweud i mi wybod fy nghyfartal cyflawni diolch ,hi can you let me know my cash withdrawal limit thank you,1.0,0.4152982831001282
32,hi there i m having difficulties using your app i can t get it to log on or work properly thanks ,hi there i m having difficulties using your ass i can t get it to log on or work properly thanks,0.047619047619047616,0.9489063024520874
33,hi i d like to know what it takes to get a joint account with my partner how much the fees are for the account for an extra card thanks ,hi id like to know what it takes to get a joint account with my partner how much the fees after the account for an extra card thanks,0.14285714285714285,0.9623647928237915
34,hiya i m just wondering how i transfer money to my account please ,hi i m just wondering how i transfer money to my account please,0.07692307692307693,0.9803524613380432
35,hi i am trying to make a big payment online and it says i ll get a text message from you guys to confirm my identity so i guess i m standing by whenever you send it i ll be here and i just tell you guys the number right alright thanks ,hi i am trying to make a big payment online and it says i ll get a text message from you guys to confirm my identity so i guess i m standing by whenever you send it i ll be,0.3,0.9776701927185059
36,i have some questions about a business loan ,i have some questions about a business loan,0.0,0.9999998807907104
37,is there any way to find out what my maximum amount of redraw is per day at the atm ,is there any way to find out what my maximum amount of withdrawal is a day at the atm,0.10526315789473684,0.940553605556488
38,make payment,make payment,0.0,1.000000238418579
39,hello i was ordering something on amazon but my card declined and literally it does not work at all even for other apps such as like ebay or any transactions i was wondering if you can look into this matter for me ,hello i was ordering something on amazon but my card declined and literally trinity it does not work at all even for other apps such as like ebay or any any any transactions i was wondering if you can look into this matter for me,0.06666666666666667,0.9837785959243774
40,i am calling about a business loan ,i am calling about a business loan,0.0,1.0
41,i m hoping you can help me i have a card with your bank and i just tried to use it and it s being refused could you help me with this has it been declined is there a problem with the balance ,i m hoping you can help me i have a card with your bank and i decide to use it and it s being with you help me with this is appendix wind is there a problem with the balance,0.2,0.9164141416549683
42,i would like to pay my bill ,i would like to pay my bill,0.0,1.0
43,i want to change my address ,i want to change my address,0.0,0.9999997615814209
44,please show me my account balance thank you ,please show me my account balance,0.3333333333333333,0.9068043828010559
45,hi i ve recently been sent a new bank card for my account i ve tried to use this card and it s not letting me pay for anything i ve tried to pay for things in the shops and it just keeps getting declined i was wondering if someone might be able to help because there is money in there i m not too sure why it s happening ,hi i ve recently been sent a new bank card for my account i ve tried to use his card and it s not letting me pay for anything i tried to pay for things in the shops and it just keeps getting too kind wondering if so i might be able to help because there is money in there i m not too sure why,0.15151515151515152,0.9823011159896851
46,hi i need to put some money in my account please ,hi i need to put the money in my account please,0.09090909090909091,0.9840460419654846
47,hi can i speak to someone about a card not working ,how can i speak to someone about a card not working,0.09090909090909091,0.8383609652519226
48,hi could i make a payment please thank you ,can i make a payment please,0.6666666666666666,0.811848521232605
49,hello i was just wondering if i could please change my address thank you ,hello i was just wondering if i could please change my address thank you,0.0,1.0
50,could you please tell me about direct debits ,can you please tell me about direct debits,0.125,0.9912468194961548
51,hey g day mate i wanted to look at my most recent transactions there s something i don t know what it s for can you identify it so that we can look into it find out what s going on it doesn t seem right thank you ,you got a mate want to look at my most recent transaction to something but don t know what it s for can you identify it so that we can look into it find out what it s going on it doesn t seem right thank you,0.2127659574468085,0.959598958492279
52,i need to freeze my cards ,i need to freeze my card,0.16666666666666666,0.9292458891868591
53,hello i just made a large payment online and it told me that i would receive an sms message but i haven t received it yet do you know what the problem is ,hello i just made a large payment online and it told me that i lose you receive an sms message but i haven t received it yet you know what the problem is,0.09090909090909091,0.9665610790252686
54,hello my wallet was stolen and i d like to put a block on my card ,hello my wallet is stolen and i d like to put a block on my card,0.0625,0.9908545017242432
55,i want to make a large payment and i need a confirmation code ,i want to make a large payment and i need a confirmation code,0.0,1.0
56,hi what s the maximum amount of money i can withdraw from atm ,hi what s the maximum amount of money i can withdraw from,0.08333333333333333,0.9724451303482056
57,hello i m calling about my business loan that i have with you ,tell me about my business and i have to see it,0.8181818181818182,0.6595262289047241
58,a question about one of my recent transactions ,question but one of my recent transactions,0.2857142857142857,0.8477463722229004
59,hi i m just calling because i need to change the address on my card in terms of the details that are linked to that card and could you please help me do that thank you ,hi i m just going with i need to change the address on my card in terms of the details are linked to that card and you did not do that thank you,0.21212121212121213,0.9353460073471069
60,i d like to deposit some money into my account how can i do this ,deposit money into my account how can i do that,0.6,0.8725433945655823
61,hi could i have some more information about my latest transaction there s a payment that i m not aware of ,hi could i have some more information about my latest transaction there s a paint that i m not aware of,0.047619047619047616,0.9807423949241638
62,hi i m looking for some information please i m looking to find out what is the maximum amount of money i can withdraw for my atm in one day thanks ,hi i m looking for some information please i m looking to find out what is the maximum amount of money i can withdraw from a atm and monday thanks,0.16666666666666666,0.9815462827682495
63,can you tell me how i can deposit money into my bank account ,can you tell me how i can deposit money into my bank account,0.0,1.0000001192092896
64,how do i transfer money to my account ,how do i transfer money to my account,0.0,1.0
65,show me my account balance ,show me my account balance,0.0,0.9999999403953552
66,i need help applying for a new business loan ,help playing for a new business loan,0.42857142857142855,0.7604254484176636
67,i m ringing as i don t recognise a recent transaction ,i m ringing if i don t recognise a recent transaction,0.09090909090909091,0.9264901876449585
68,i have noticed suspicious activity on my credit card how can i freeze my card so they can t take any more money ,i have noticed suspicious activity on my credit card how can i freeze my card so they can t take any more money,0.0,0.9999997615814209
69,hi i m trying to use your app but i m having a hard time can you help me out ,i am trying to use but i m having a hard time can you help me out,0.23529411764705882,0.9019763469696045
70,i m calling about a new business loan,i m calling about new business loan,0.14285714285714285,0.8963011503219604
71,freeze my card ,freeze my card,0.0,1.0
72,i have a bill to pay and i m running late with my payment,i have a builder bay and i m running late for my payment,0.3076923076923077,0.919945240020752
73,hello i m just calling in to ask if i can pay my bill please because my credit bill is due right now and was wondering if i could make a payment right now ,hello i m just calling in to see if i can pay my bill please because my credit is due right now and was wondering if i can make a payment right now,0.09090909090909091,0.9938610792160034
74,show my latest transactions ,show my latest transactions,0.0,1.0000001192092896
75,can i use my card abroad ,can i use my card abroad,0.0,0.9999998211860657
76,i lost my card today and i d like to freeze my card so that there are no unexpected transactions ,i lost my car today i m id like to freeze my car so that there are no unexpected transaction,0.3,0.8292773962020874
77,hi i m hoping you can help me i can t access my account it just says that the app is being serviced ,i m hoping you can help me i can t access my account it just says that the app is being serviced,0.045454545454545456,0.9859191179275513
78,hello can you help me about business loans i have a question about it i need a new loan so i need to get into further details before actually getting a new loan ,hello can you help me about business loan i have a question about it i need a new long so i need to get into further detail before actually getting a new mum,0.12121212121212122,0.9567028880119324
79,hello i m calling about a business loan i have a few questions about it i was wondering if i could have one please thank you very much ,hello i am calling about a business loan i have a few questions about it i was wondering if i could have one please,0.20833333333333334,0.9620221257209778
80,i have received a bill and would like to make a payment ,i have received a bill and would like to make a payment,0.0,1.0000001192092896
81,hi i m trying to make a large payment online and i got this text message with a confirmation code i just wasn t sure what that was for ,hi i m trying to make a large payment online and i got this text message with a confirmation code i just wasn t sure what that was for,0.0,1.0
82,good evening i am wishing to ask a question about direct debits can you please inform me how i go about doing it what are the rules and what needs to be done to proceed with this request thank you very much ,good evening i am wishing to ask a question about direct debits can you please inform me how about doing it what are the rules and what needs to be done to proceed with this request thank you very much,0.05,0.9911580681800842
83,please stop all transactions on my card ,please stop all transactions on my,0.16666666666666666,0.9176629185676575
84,hi i m going on vacation in a couple of weeks and i just wanted to know if there s anything i needed to do for my car just to make sure it doesn t get declined while i m abroad ,hi i m going on vacation in a couple of weeks and i just want to know if there s anything i need to do for my card to make sure it doesn t get declined while i m abroad,0.1,0.9782872796058655
85,the app isn t working ,the app isn t working,0.0,0.9999998807907104
86,i have to pay a bill ,i have to pay a bill,0.0,0.9999999403953552
87,hey i was hoping to withdraw about £200 of cash in the cash machine what s the limit that i can withdraw ,am i was hoping to withdraw about £200 a cash in a cash machine what s the limit that i can withdraw,0.13636363636363635,0.9538715481758118
88,hi i was wondering what my current balance is on my account ,i was wondering if my current balance is on my account,0.18181818181818182,0.9279206991195679
89,hello i m calling because i have a problem with my card yeah it s declining my payment and i don t understand why oh okay so can you tell me why it doesn t work oh okay i have to visit your bank okay ,hello i m going to cuz i have a problem with my car yeah it s declining my time until i don t understand why,1.08,0.9033170938491821
90,hi please could you tell me the maximum amount i can withdraw from my atm thank you ,hi please could you tell me the maximum amount i can withdraw from atm thank you,0.0625,0.988202691078186
91,how do i confirm a large payment with a text message ,how do i confirm a large email with a text message,0.09090909090909091,0.9356675744056702
92,i need to freeze my card as it has been stolen ,i need to freeze my card as it has been stolen,0.0,0.9999998807907104
93,my card does not seem to work ,my car doesn t seem to work,0.42857142857142855,0.8984758257865906
94,hello i m calling because i was wondering how can i deposit money in your bank okay okay so how can i do it oh okay alright yeah so where can i deposit this money oh okay yeah i understand thank you bye ,hello i m going to say i was wondering how can i deposit money in your bank,1.7647058823529411,0.8462618589401245
95,hi there i m just calling because i m looking to make a high price payment online and it says i m going to get a text message i don t know what these text messages and payment codes are or how i m meant to work them but if i get any help that would be amazing thank you ,hi there i m just calling because i m looking to make a high price payment and online and it says i m going to get a text message and i don t know what these text messages payment codes or how i can help i ll be amazing thank you,0.3137254901960784,0.9736915230751038
96,please could you freeze any more transactions on my bank card ,please could you freeze any more transactions on my bank card,0.0,1.0
97,could i see my account balance please ,can i see my account balance please,0.14285714285714285,0.963324785232544
98,that you re making a call to a financial organization to discuss a new loan for a business which could be a startup loan or a progression continuation loan ,like you re making a call to a financial organisation to discuss a new lola or a business which to be a start-up loan or a progression continuation road,0.2413793103448276,0.9086441397666931
99,we re using an application for my banking account but the account is not working because there is an issue with the login where it doesn t recognize the number that i m putting into my pin ,will you think as an application for my banking account but the account is not working because there is an issue with the login it doesn t recognise the number that i could be in,0.3142857142857143,0.9207278490066528
