,Prediction,Label,Score,Cosine Similarity
20,goedemiddag ik heb eigenlijk een vraag ik zou graag een gezamenlijke bankrekening met mijn partner willen openen ,de middag is eigenlijk ik zou graag een gezamenlijke bankrekening willen openen,0.6666666666666666,0.9576834440231323
21,dzień dobry mam problem z aplikacją nie działa poprawnie aplikacja dom od banku ,dzień dobry mam problem z aplikacją nie działa poprawnie aplikacja do banku,0.16666666666666666,0.9961025714874268
22,hallo ich habe eine neue bankkarte und irgendwie funktioniert die nicht können sie mir da weiterhelfen ,hallo ich habe eine neue bankkarte und irgendwie funktioniert die nicht können sie mir da weiterhelfen,0.0,1.0
23,kan ik een gezamenlijke rekening aanmaken met mijn partner ,kan ik een gezamenlijke rekening aanmaken met mijn partner,0.0,1.0000001192092896
24,ik zou graag mijn rekeningsauto willen zien ,ik zou graag mijn rekening saldo willen zien,0.25,0.984286367893219
25,你好 我今天打電話給你關於現有貸款的問題,你好我今天打电话给你关于现有贷款的问题,2.0,1.0
26,sì salve volevo sapere che indirizzo hai registrato sul mio conto perché l ho cambiato recentemente ,sì salve voglio sapere che indirizzo ha registrato sul mio conto perché l ho cambiato,0.2,0.9822719693183899
27,почему моя карта не работает ,почему моя карта не работает,0.0,1.0
28,добрый день я хотела бы уточнить я хочу пополнить баланс своей карты внести деньги на мою карту как бы я могла это сделать спасибо ,добрый день я хотел бы уточнить я хочу пополнить баланс своей карты есть деньги на на мою карту как бы я могла это сделать спасибо,0.12,0.9988992810249329
29,chtěl bych si u vás zažádat o novou půjčku pro podnikatele ,chtěl bych si u vás zažádat o novou půjčku pro podnikatele,0.0,1.0
30,buenos días estoy intentando realizar un pago importante en línea y me dice que estoy recibiendo un mensaje sms pero no he recibido ningún mensaje entonces quería ver si me lo podríais solucionar ,buenos días mira estoy intentando realizar un pago importante en línea y me dice que estoy recibiendo mensajes sms pero no he recibido ningún mensaje pues quería ver si me lo podré solucionar,0.15151515151515152,0.9951440095901489
31,dzień dobry mam taki problem że moja karta została skradziona i żeby to nie generowało jakichś dodatkowych kosztów i problemów chciałbym ją zablokować tak żeby nie można było wykonywać już żadnych transakcji także chciałbym zablokować moją kartę ,dzień dobry mam taki problem że moja karta została skradziona więc żeby to nie generowało jakiś dodatkowych kosztów i problemu chciałbym ją zablokować tak żeby nie można było wykonywać nerwy żadnych transakcji także także chciałbym zablokować moją kartę,0.13157894736842105,0.9968997240066528
32,salve ho chiamato perché avrei bisogno di un ultimo per la mia carta di credito che non sembra funzionare ho provato a fare un acquisto su internet però il mio pagamento è stato rifiutato e quindi vorrei avere delle informazioni perché non capisco come mai sia stata rifiutata ,salve sono ho chiamato perché avrei bisogno di aiuto per la mia carta di credito che non ho non sembra funzionare ho provato a fare un acquisto su internet però il mio pagamento è stato rifiutato e quindi vorrei avere delle informazioni perché non capisco come mai stata rifiutata,0.12244897959183673,0.9975873231887817
33,j essaie d accéder à l application depuis ce matin en fait j attends un virement important et impossible impossible complètement je reste bloqué sur l écran de login donc je ne sais pas du tout comment c est possible de régler ça ,j essaie de accéder à l application de plus important et je reste bloqué sur l écran de login,1.4210526315789473,0.9308066368103027
34,здравствуйте хотела бы узнать сколько денег у меня осталось на счету ,здравствуйте хотела бы узнать сколько денег меня осталось на счету,0.1,0.9981306195259094
35,hi ik vroeg me af wat de maximum limiet is van mijn bankpas als ik geld wil opnemen bij de pinautomaat ,hai ik vroeg me af wat de maximum limiet is van mijn bank als ik geld wil opnemen bij de pinautomaat,0.09523809523809523,0.9969989061355591
36,sì salve buongiorno guardi vorrei sapere giustamente il soldo del mio conto corrente ,salve buongiorno volevo sapere gentilmente il saldo del mio conto corrente,0.45454545454545453,0.9294899702072144
37,我需要改变我现在存在这的现有地址,我需要改变我现在存在着的现有地址,1.0,1.0000001192092896
38,에이티엠에서 현금 인출하려고 하는데 제 한도가 얼마인가요,atm에서 현금 인출 하려고 하는데 제 한도가 얼마인가요,0.375,0.9924867153167725
39,я хочу узнать максимальную сумму которую я могу снять со своего счета ,я хочу узнать максимальную сумму которая могу снять со своего счёта,0.2727272727272727,0.9973905682563782
40,bonjour est-ce que vous pouvez me montrer le solde de mon compte s il vous plaît ,bonjour est-ce que vous pouvez me montrer le solde de mon compte s il vous plaît,0.0,1.0
41,hola buenos días me gustaría solicitar información sobre las domiciliaciones bancarias ya que no sé muy bien cómo funcionan ,hola buenos días me gustaría salir citar información sobre sobre las domiciliaciones bancaria ya que no sé muy bien cómo funciona,0.23809523809523808,0.9852426052093506
42,guten tag ich wollte mich bei ihnen erkundigen wie es mit meinem kontostand aussieht meine kontonummer ist xxx vielen dank ,guten tag wollte mich bei ihnen erkundigen wie es mit meinem kontostand aussieht meine kontonummer ist xxx vielen dank,0.05263157894736842,0.9986509084701538
43,bonjour je souhaitais vous appeler pour régler ma facture ,bonjour je souhaitais vous appeler pour régler ma facture,0.0,1.0
44,good morning i would like to fix my bank card ,good morning with my bank card,0.8333333333333334,0.8635514378547668
45,hallo ich wollte fragen ob noch lastschriften ausstehen die ich noch bezahlen muss ,hallo ich wollte fragen ob noch lastschriften ausstehen die ich noch bezahlen muss,0.0,1.0000001192092896
46,boa tarde poderia explicar-me como é que faço para configurar uma conta conjunta obrigada ,boa tarde poderia explicar-me como é que faço para configurar uma conta conjunta obrigada,0.0,0.9999998211860657
47,chciałbym zmienić swój adres na mieszkanie ,chciałbym zmienić swój adres zamieszkania,0.4,0.9476954936981201
48,добрый день я потеряла свою карту хотел бы срочно ее заблокировать спасибо ,добрый день я потеряла свою карту хотел бы срочно её заблокировать спасибо,0.08333333333333333,1.0000001192092896
49,добрый день я бы хотел создать совместную учетную запись что для этого нужно сделать для этого нужно открыть новый счет или можно добавить второго человека к моему уже существующему счету ,добрый день я бы хотел создать совместную учётную запись что для этого нужно сделать для этого нужно открыть новый счёт или можно добавить второго человека к моему уже существующему существующему счёту,0.12903225806451613,0.9989590048789978
50,dzień dobry ja mam pewien problem ze swoją kartą otóż nie działa i odmawia mi zapłaty gdy próbuję ją za coś zapłacić czy mogliby mi państwo pomóc i być może powiedzieć dlaczego została ona odrzucona ,dzień dobry ja mam pewien problem z tą kartą otóż nie działa i odmawia mi zapłaty gdy próbuję ją zacząć zapłacić i czy mogliby państwo pomóc i być może powiedzieć dlaczego została ona odrzucona,0.17647058823529413,0.9968734979629517
51,rápěch změnil svou adresu ,napište nám svou adresu,0.5,0.8062470555305481
52,salve io ho una carta presso la vostra banca e visto che devo effettuare un viaggio all estero vorrei sapere se posso usarla anche al di fuori dell italia ,salve io ho una cacca che solo tra banca e visto che devo pitturare un viaggio adesso e vorrei sapere se posso usarla anche al di fuori dell italia,0.2413793103448276,0.9869070053100586
53,hola buenas tardes quiero saber las condiciones de la tarjeta en el extranjero por ejemplo en estados unidos ,hola buenas tardes quiero saber las condiciones de la tarjeta en el extranjero por ejemplo en estos,0.11764705882352941,0.9954636693000793
54,oui bonjour excusez-moi de vous déranger en fait je vous appelle parce que je suis cliente de votre banque et je voulais savoir quelles étaient les démarches pour pouvoir faire un prêt commercial et j ai quelques questions sur un prêt déjà en cours voilà donc merci de me rappeler plus tard bonne journée au revoir ,oui bonjour excusez-moi de vous déranger en fait je vous appelle parce que je suis fier de votre banque et je voulais savoir quelles étaient les démarches pour pouvoir faire un prêt commercial,0.7272727272727273,0.9816694259643555
55,hele goede middag mijn kaart is gestolen en ik wil dat mijn kaart nu geblokkeerd wordt ik hoop dat dat via de telefoon kan dit zijn mijn kaartgegevens en ik wil dat het nu geblokkeerd wordt allebei mijn kaarten dank u wel ,hele goedemiddag mijn kaart is gestolen en ik wil dat mijn kaart niet geblokkeerd wordt dat dat via de telefoon kan niet samen kaartgegevens en ik wil dat niet geblokkeerd wordt allebei mijn mijn kaarten dankuwel,0.3888888888888889,0.9879172444343567
56,请显示我的最新交易,请显示我的最新交易,0.0,0.9999998211860657
57,buongiorno vorrei creare un conto congiunto dato che mi sono appena sposato con il mio partner e vorrei sapere prima di tutto se è possibile creare un conto congiunto con la vostra banca e gradirei delle ulteriori informazioni su come creare questo conto ,buongiorno vorrei creare un concio congiunto dato che mi sono appena sposato con il mio patner e vorrei sapere prima di tutto se è possibile creare un conto congiunto con la vostra banca e gradirei delle ulteriori informazioni su come creare questo conto quali sono le i passaggi che dobbiamo fare anche attraverso mi chiedevo per quanto riguarda la app della banca se c è nell app un opzione per creare questo tipo di conto la ringrazia,0.4675324675324675,0.9858869314193726
58,hallo ich habe eine frage wegen den letzten transaktionen auf meinem konto ,hallo ich habe eine frage wegen den letzten transaktionen auf meinem konto,0.0,0.9999998211860657
59,olá eu tenho um cartão aliás preciso de um cartão para o exterior eu posso pagar coisas na américa sim ,olá eu tenho um cartão aliados e de um cartão para o exterior eu posso pagar coisas na américa,0.15789473684210525,0.9844141602516174
60,здравствуйте вы не могли бы объяснить мне что такое прямое списание ,здравствуйте вы не могли бы объяснить мне что такое прямое списание,0.0,1.0000001192092896
61,goedemorgen ik gebruik al een tijdje de app naar alle tevredenheid maar ik krijg hem vandaag niet meer open hij blijft maar hangen en hij wil niet laden ,goedemorgen ik gebruik al een tijdje app naar alle tevredenheid maar ik krijg hem vandaag niet meer open hij blijft maar hangen en hij wil niet lader,0.07407407407407407,0.9964550733566284
62,你好 我刚刚在一个商店里面想用我这个卡 但是不知道为什么没有办法付款成功 上面说卡无效拒绝付款 请问这个为什么呢 ,你好我刚刚在那个一个一个商店里面想用我这个卡但是不知道为什么这个没有办法付款成功这个上面说卡无效拒绝付款请问这个为什么呢,5.0,0.9981630444526672
63,allo oui bonjour je vous appelle car j aimerais avoir un nouveau prêt commercial ,allô oui bonjour je vous appelle car j aimerais avoir un nouveau prêt commercial,0.07142857142857142,1.0
64,请动辄我的看,请冻结果的他,1.0,0.9524557590484619
65,eu tenho uma pergunta sobre o empréstimo existente ,tenho uma pergunta sobre o empréstimo este ano,0.375,0.9306581616401672
66,ja ich habe hier ein problem hier wurde irgendwas zu viel abgebucht und ich möchte diese lastschrift zurückgeben ich weiß keine ahnung wo das her ist bitte überprüfen sie das ja ,ja ich habe hier ein problem hier wurde irgendwas zu viel abgebucht und ich möchte diese lastschrift zurückgeben weißt keine ahnung wo das her ist bitte überprüfen sie das,0.10344827586206896,0.9985480308532715
67,ich möchte bitte ein gemeinschaftskonto einrichten ,ich möchte bitte ein gemeinschaftskonto einrichten,0.0,1.0
68,guten tag ich rufe an weil ich nicht weiß wie ich geld auf mein konto einzahlen kann und ich würde sie bitten mir da hilfestellung zu geben weil ich wirklich nicht weiß wie das mit der einzahlung von geld funktionieren kann ,guten tag ich rufe an weil ich nicht weiß wie ich geld auf mein konto einzahlen kann und ich würde sie bitten mir da hilfestellung zu geben weil ich wirklich nicht weiß wie das mit einzahlung von von geiss funktionieren kann,0.07317073170731707,0.998245120048523
69,здравствуйте я хотел бы заморозить свою карту ,здравствуйте я хотел бы заморозить свою карту,0.0,0.9999998211860657
70,czy mogą wypłacić gotówkę ,czy mogę wypłacić gotówkę,0.25,0.9922704696655273
71,ik krijg allemaal sms jes met betaalcodes wat moet ik hiermee doen ,ik krijg allemaal smsjes met taalcodes wat moet ik hiermee doen,0.2727272727272727,0.9858003854751587
72,qual é o máximo de dinheiro que posso mandar ,qual é o máximo dinheiro posso levantar,0.42857142857142855,0.9554147720336914
73,viva bom dia eu estou a ligar porque gostaria de saber qual é que é o saldo que tenho na minha conta bancária se me pudesse ajudar com isso agradecia obrigado ,viva bom dia estou a ligar porquê gostaria de saber qual é que é o saldo que tenho na minha conta bancária se me pudesse ajudar com isso agradecia obrigada,0.1,0.9971815347671509
74,chciałbym zobaczyć salę do mojego konta ,chciałbym zobaczyć saldo mojego konta,0.4,0.9767206311225891
75,hola buenas me voy de vacaciones a estados unidos y me gustaría saber qué tengo que hacer para pagar cuando esté allí ,hola buenas me voy de vacaciones a estados unidos y me gustaría saber qué tengo que hacer para pagar cuando esté allí,0.0,1.0
76,boa tarde estava a tentar fazer um pagamento e entretanto o meu pagamento foi recusado acredito que o meu cartão não está a funcionar e eu não acho que tenha que pagar por um novo ,boa tarde estava a tentar fazer um pagamento entretanto o meu pagamento foi recusado acredito que o meu cartão não está a funcionar e eu não acho que tenho que pagar por um novo,0.058823529411764705,0.9988058805465698
77,guten tag ich würde gerne wissen welche kosten aus meinem konto in den letzten sieben tagen gegangen sind ,guten tag ich würde gerne wissen welche kosten auf meinem konto letzten 7 tagen gegangen sind,0.25,0.9907029271125793
78,에이치엠에서 출근 가능한 현금의 최대 금액이 얼마입니까,atm에서 출근 가능한 현금의 최대 금액이 얼마입니까,0.14285714285714285,0.9881396889686584
79,hallo ich würde gerne meine karte sperren lassen bitte stoppen sie alle transaktionen danke ,hallo ich würde gerne meine karte sperren lassen bitte stoppen sie alle transaktionen danke,0.0,1.0000001192092896
80,я хочу чтобы вы заблокировали мою карту ,я хочу чтобы заблокировали мою карту,0.16666666666666666,0.9973076581954956
81,salve sì stavo cercando di concludere un pagamento online è un po un importe elevato ma mi viene visualizzato un messaggio di testa e non riesco a capire che devo fare ,dove sei stavo cercando di concludere un pagamento on-line è un po l importo è elevato ma viene visualizzato un messaggio di testo e non riesco a capire che devo fare,0.25806451612903225,0.96966153383255
82,hoe kan ik een gezamenlijke rekening aanmaken ,hoe kan ik een gezamenlijke rekening aanmaken,0.0,1.000000238418579
83,이거 돈을 내고 싶습니다,이거 돈을 내고 싶습니다,0.0,0.9999997615814209
84,salve io dovrei andare all estero vorrei sapere se posso usare la mia carta di credito anche lì se posso fare le compere ,salve e io dovrei andare all estero vorrei sapere che posso usare la mia carta di credito anche lì posso fare le compere e quindi usarla per i pagamenti,0.3103448275862069,0.9824601411819458
85,hola mira resulta que tengo una tarjeta con vuestro banco y he intentado hacer un pago pero me resulta imposible me denega el pago ¿qué podría hacer ,hola mira resulta que tengo una tarjeta con vuestro banco y he intentado hacer un pago pero me resulta imposible me deniega el pago que podría hacer,0.07407407407407407,0.9928481578826904
86,chci změnit svou adresu ,změnit adresu,1.0,0.8932264447212219
87,hallo ik wil een automatische incasso terugboeken als dat mogelijk is ik zou ook graag al mijn automatische incasso s willen zien ,hallo ik wil een automatische incasso terugboeken als dat mogelijk is ik zou ook graag al mijn automatische incasso s willen zien,0.0,1.0000001192092896
88,quiero que se bloquee mi tarjeta de crédito por algún problema ,quiero que se bloqueé en mi tarjeta de crédito por algún problema,0.16666666666666666,0.9944515824317932
89,except for a bugger ,effettua un pagamento,1.3333333333333333,0.47536250948905945
90,我的卡沒辦法用請問為什麼我的付款被拒,我的卡没办法用请问为什么我的付款被拒,1.0,0.9999999403953552
91,mohu vložit peníze na účet ,mohu vložit peníze na účet,0.0,1.0000001192092896
92,посмотреть историю последних транзакций ,посмотреть историю последних транзакций,0.0,1.0
93,могу ли я платить за вещи когда нахожусь в америке ,могу ли оплатить за вещи когда нахожусь в америке,0.2222222222222222,0.9975299835205078
94,hallo mir wurde gerade die tasche geklaut und ich möchte sofort meine karte sperren bitte ,hallo mir wurde gerade die tasche geklaut und ich möchte sofort meine karte sperren bitte,0.0,0.9999999403953552
95,hoi ik vroeg me af of ik mijn bankpas ook in het buitenland kan gebruiken ,hoi ik vroeg me af of ik mijn bankpas ook in buitenland kan gebruiken,0.07142857142857142,0.990428626537323
96,według scenariusza potrzebuję wpłacić 15% na swoje konto natomiast nie mam pojęcia jak to zrobić ,według mariusza potrzebuję wpłacić pieniądze na swoje konto natomiast nie mam pojęcia jak to zrobić,0.13333333333333333,0.9882553815841675
97,sì buongiorno io mi sono trasferita e di conseguenza volevo cambiare l indirizzo del mio conto corrente grazie grazie ,sì buongiorno niente io mi sono trasferita e di conseguenza volevo cambiare il l indirizzo del mio conto corrente grazie,0.15,0.9935669898986816
98,顯示我的帳戶以為,显示我的账户余额,1.0,1.0
99,rád bych se nechal informovat o posledních transakcích z mého účtu ,rád bych se nešel informovat o poslední transakci z mého účtu,0.2727272727272727,0.9746851325035095
